Official name of position,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID,,,,,,,
FPix_BmO_D2_BLD14_PNL1_RNG2,4B,M-Q-7-02,6150,2,2Ba,2BD,1,PR055,portcard_FPix_BmO_D2_PRT4,PB-18,J11,1,dcdc_FPix_BmO_D2_PRT4,Disk2_RG1,CI-A 024,P53,A18,SN133278/0004,B13,3.02E+13,A,0x7b,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,gray-5,9/10,6,t,1337,bottom,,10,2,1,D2-RG1-HV1,,1306,,,,,,,
FPix_BmO_D2_BLD13_PNL1_RNG2,5B,M-Q-2-42,6182,6,2Bb,2BC,7,PR062,portcard_FPix_BmO_D2_PRT3,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG2,CI-A 020,P89,A18,SN133278/0004,B13,3.02E+13,B,0x7c,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,red-7,13/14,6,t,1337,bottom,,10,2,2,D2-RG2-HV1,,1306,,,,,,,
FPix_BmO_D2_BLD12_PNL1_RNG2,6B,M-Q-2-46,6225,5,2Bb,2BC,5,PR062,portcard_FPix_BmO_D2_PRT3,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG2,CI-A 020,P89,A17,SN133278/0005,B13,3.02E+13,B,0x7c,0x11,FPix -z down right 2,5,FPix -z down right 3,3,5,red-7,37/38,5,b,1336,bottom,,10,2,2,D2-RG2-HV1,,1305,,,,,,,
FPix_BmO_D2_BLD11_PNL1_RNG2,7B,M-Q-7-46,6206,4,2Bb,2BC,4,PR062,portcard_FPix_BmO_D2_PRT3,PB-5,J11,2,dcdc_FPix_BmO_D2_PRT3,Disk2_RG2,CI-A 020,P89,B16,SN133278/0006,B13,3.02E+13,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,gray-5,9/10,5,t,1336,bottom,,10,2,2,D2-RG2-HV1,,1305,,,,,,,
FPix_BmO_D2_BLD10_PNL1_RNG2,8B,M-Q-8-05,6205,3,2Bb,2BC,3,PR062,portcard_FPix_BmO_D2_PRT3,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG2,CI-A 020,P89,B16,SN133278/0006,B13,3.02E+13,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,red-7,13/14,5,t,1336,bottom,,10,2,2,D2-RG2-HV1,,1305,,,,,,,
FPix_BmO_D2_BLD9_PNL1_RNG2,9B,M-Q-2-34,6213,2,2Bb,2BC,1,PR062,portcard_FPix_BmO_D2_PRT3,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG2,CI-A 020,P89,B15,SN133278/0007,B13,3.02E+13,B,0x7c,0x11,FPix -z down right 3,1,FPix -z down right 3,3,7,red-7,37/38,4,b,1335,bottom,,10,2,2,D2-RG2-HV1,,1304,,,,,,,
FPix_BmO_D2_BLD8_PNL1_RNG2,10B,M-Q-1-12,6204,5,2Bc,2BB,7,PR050,portcard_FPix_BmO_D2_PRT2,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG3,CI-A 057,P73,C7,SN133278/0008,C9,3.02E+13,A,0x7e,0x11,FPix -z up right 6,1,FPix -z up right 6,3,8,gray-5,9/10,4,t,1335,bottom,,9,2,1,D2-RG3-HV1,,1304,,,,,,,
FPix_BmO_D2_BLD7_PNL1_RNG2,11B,M-Q-3-06,6216,4,2Bc,2BB,5,PR050,portcard_FPix_BmO_D2_PRT2,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG3,CI-A 057,P73,C6,SN133278/0009,C9,3.02E+13,A,0x7e,0x11,FPix -z up right 5,6,FPix -z up right 6,3,9,gray-5,33/34,3,b,1334,bottom,,9,2,1,D2-RG3-HV1,,1303,,,,,,,
FPix_BmO_D2_BLD6_PNL1_RNG2,12B,M-Q-5-11,6212,3,2Bc,2BB,3,PR050,portcard_FPix_BmO_D2_PRT2,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG3,CI-A 057,P73,D5,SN133278/0010,C9,3.02E+13,A,0x7e,0x11,FPix -z up right 5,5,FPix -z up right 6,3,10,gray-5,9/10,3,t,1334,bottom,,9,2,1,D2-RG3-HV1,,1303,,,,,,,
FPix_BmO_D2_BLD5_PNL1_RNG2,13B,M-Q-8-39,6217,2,2Bc,2BB,1,PR050,portcard_FPix_BmO_D2_PRT2,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG3,CI-A 057,P73,D4,SN122498/0032,C9,3.02E+13,A,0x7e,0x11,FPix -z up right 5,4,FPix -z up right 6,3,11,gray-5,33/34,2,b,1333,bottom,,9,2,1,D2-RG3-HV1,,1302,,,,,,,
FPix_BmO_D2_BLD4_PNL1_RNG2,14B,M-Q-1-03,6053,5,2Bd,2BA,7,PR058,portcard_FPix_BmO_D2_PRT1,PB-28,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG4,CI-A 002,P51,D4,SN122498/0032,C9,3.02E+13,B,0x7d,0x11,FPix -z up right 5,4,FPix -z up right 6,3,11,red-7,37/38,2,b,1333,bottom,,9,2,2,D2-RG4-HV1,,1302,,,,,,,
FPix_BmO_D2_BLD3_PNL1_RNG2,15B,M-Q-6-48,6081,4,2Bd,2BA,5,PR058,portcard_FPix_BmO_D2_PRT1,PB-28,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG4,CI-A 002,P51,D3,SN122498/0033,C9,3.02E+13,B,0x7d,0x11,FPix -z up right 5,3,FPix -z up right 6,3,12,red-7,13/14,2,t,1333,bottom,,9,2,2,D2-RG4-HV1,,1302,,,,,,,
FPix_BmO_D2_BLD2_PNL1_RNG2,16B,M-Q-9-39,6069,3,2Bd,2BA,3,PR058,portcard_FPix_BmO_D2_PRT1,PB-28,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG4,CI-A 002,P51,D2,SN122498/0049,C9,3.02E+13,B,0x7d,0x11,FPix -z up right 5,2,FPix -z up right 6,3,13,red-7,37/38,1,b,1332,bottom,,9,2,2,D2-RG4-HV1,,1301,,,,,,,
FPix_BmO_D2_BLD1_PNL1_RNG2,17B,M-Q-9-13,6113,2,2Bd,2BA,1,PR058,portcard_FPix_BmO_D2_PRT1,PB-28,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG4,CI-A 002,P51,D1,SN122498/0055,C9,3.02E+13,B,0x7d,0x11,FPix -z up right 5,1,FPix -z up right 6,3,14,red-7,13/14,1,t,1332,bottom,,9,2,2,D2-RG4-HV1,,1301,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BmO_D3_BLD11_PNL2_RNG1,1T,M-Q-4-27,6063,15,3Ta,3TD,6,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,4,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A21,SN133278/0001,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,1,FPix -z down right 3,4,1,turquoise-12,47/48,7,b,1338,bottom,,9,4,1,D3-RG1-HV2,-300V,1307,BmO,,,,,,
FPix_BmO_D3_BLD10_PNL2_RNG1,2T,M-Q-6-36,4118B,14,3Ta,3TD,4,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,4,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A20,SN133278/0002,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,2,FPix -z down right 3,4,2,turquoise-12,23/24,7,t,1338,bottom,,9,4,1,D3-RG1-HV2,-300V,1307,,,,,,,
FPix_BmO_D3_BLD9_PNL2_RNG1,3T,M-Q-9-20,4116B,13,3Ta,3TD,2,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,4,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A19,SN133278/0003,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,3,FPix -z down right 3,4,3,turquoise-12,47/48,6,b,1337,bottom,,9,4,1,D3-RG1-HV2,-300V,1306,,,,,,,
FPix_BmO_D3_BLD8_PNL2_RNG1,4T,M-Q-A-15,4103W,15,3Tb,3TC,6,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,4,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,A17,SN133278/0005,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,5,FPix -z down right 3,4,5,violet-10,43/44,5,b,1336,bottom,,9,4,2,D3-RG2-HV2,,1305,,,,,,,
FPix_BmO_D3_BLD7_PNL2_RNG1,5T,M-Q-9-26,4104B,14,3Tb,3TC,2,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,4,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,B15,SN133278/0007,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 3,1,FPix -z down right 3,4,7,violet-10,43/44,4,b,1335,bottom,,9,4,2,D3-RG2-HV2,,1304,,,,,,,
FPix_BmO_D3_BLD6_PNL2_RNG1,6T,M-P-1-31,4069,15,3Tc,3TB,6,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,4,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,C7,SN133278/0008,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 6,1,FPix -z up right 6,2,8,turquoise-12,23/24,4,t,1335,bottom,,9,3,1,D3-RG3-HV2,,1304,,,,,,,
FPix_BmO_D3_BLD5_PNL2_RNG1,7T,M-Q-6-34,4101B,14,3Tc,3TB,4,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,4,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,C6,SN133278/0009,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,6,FPix -z up right 6,2,9,turquoise-12,47/48,3,b,1334,bottom,,9,3,1,D3-RG3-HV2,,1303,,,,,,,
FPix_BmO_D3_BLD4_PNL2_RNG1,8T,M-P-3-28,4105B,13,3Tc,3TB,2,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,4,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,D5,SN133278/0010,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,5,FPix -z up right 6,2,10,turquoise-12,23/24,3,t,1334,bottom,,9,3,1,D3-RG3-HV2,,1303,,,,,,,
FPix_BmO_D3_BLD3_PNL2_RNG1,9T,M-Q-8-08,4119B,15,3Td,3TA,6,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,4,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D3,SN122498/0033,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,3,FPix -z up right 6,2,12,violet-10,19/20,2,t,1333,bottom,,9,3,2,D3-RG4-HV2,-300V,1302,,,,,,,
FPix_BmO_D3_BLD2_PNL2_RNG1,10T,M-P-6-01,4117B,14,3Td,3TA,4,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,4,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D2,SN122498/0049,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,2,FPix -z up right 6,2,13,violet-10,43/44,1,b,1332,bottom,,9,3,2,D3-RG4-HV2,-300V,1301,,,,,,,
FPix_BmO_D3_BLD1_PNL2_RNG1,11T,M-P-5-47,4109B,13,3Td,3TA,2,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,4,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D1,SN122498/0055,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,1,FPix -z up right 6,2,14,violet-10,19/20,1,t,1332,bottom,,9,3,2,D3-RG4-HV2,-300V,1301,,,,,,,
FPix_BmO_D3_BLD11_PNL1_RNG1,1B,M-Q-6-04,4111B,10,3Ba,3BD,6,PR054,portcard_FPix_BmO_D3_PRT4,PB-24,J11,2,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,P111,A21,SN133278/0001,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,1,FPix -z down right 3,4,1,pink-11,45/46,7,b,1338,bottom,,9,4,1,D3-RG1-HV2,-300V,1307,,,,,,,
FPix_BmO_D3_BLD10_PNL1_RNG1,2B,M-Q-5-14,4114B,11,3Ba,3BD,4,PR054,portcard_FPix_BmO_D3_PRT4,PB-24,J11,2,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,P111,A20,SN133278/0002,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,2,FPix -z down right 3,4,2,pink-11,21/22,7,t,1338,bottom,,9,4,1,D3-RG1-HV2,-300V,1307,,,,,,,
FPix_BmO_D3_BLD9_PNL1_RNG1,3B,M-Q-1-04,4097B,12,3Ba,3BD,2,PR054,portcard_FPix_BmO_D3_PRT4,PB-24,J11,2,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,P111,A19,SN133278/0003,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,3,FPix -z down right 3,4,3,pink-11,45/46,6,b,1337,bottom,,9,4,1,D3-RG1-HV2,-300V,1306,,,,,,,
FPix_BmO_D3_BLD8_PNL1_RNG1,4B,M-P-2-20,6146,10,3Bb,3BC,6,PR060,portcard_FPix_BmO_D3_PRT3,PB-13,J11,2,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,P114,A17,SN133278/0005,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,5,FPix -z down right 3,4,5,yellow-9,41/42,5,b,1336,bottom,,9,4,2,D3-RG2-HV2,,1305,,,,,,,
FPix_BmO_D3_BLD7_PNL1_RNG1,5B,M-Q-5-17,4104W,11,3Bb,3BC,2,PR060,portcard_FPix_BmO_D3_PRT3,PB-13,J11,2,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,P114,B15,SN133278/0007,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 3,1,FPix -z down right 3,4,7,yellow-9,41/42,4,b,1335,bottom,,9,4,2,D3-RG2-HV2,,1304,,,,,,,
FPix_BmO_D3_BLD6_PNL1_RNG1,6B,M-Q-3-34,4106B,0,3Bc,3BB,6,PR061,portcard_FPix_BmO_D3_PRT2,PB-49,J11,2,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,FP14,C7,SN133278/0008,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 6,1,FPix -z up right 6,2,8,pink-11,21/22,4,t,1335,bottom,,9,3,1,D3-RG3-HV2,,1304,,,,,,,
FPix_BmO_D3_BLD5_PNL1_RNG1,7B,M-P-2-41,4107B,12,3Bc,3BB,4,PR061,portcard_FPix_BmO_D3_PRT2,PB-49,J11,2,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,FP14,C6,SN133278/0009,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,6,FPix -z up right 6,2,9,pink-11,45/46,3,b,1334,bottom,,9,3,1,D3-RG3-HV2,,1303,,,,,,,
FPix_BmO_D3_BLD4_PNL1_RNG1,8B,M-Q-9-46,4102B,1,3Bc,3BB,2,PR061,portcard_FPix_BmO_D3_PRT2,PB-49,J11,2,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,FP14,D5,SN133278/0010,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,5,FPix -z up right 6,2,10,pink-11,21/22,3,t,1334,bottom,,9,3,1,D3-RG3-HV2,,1303,,,,,,,
FPix_BmO_D3_BLD3_PNL1_RNG1,9B,M-Q-8-48,4108B,10,3Bd,3BA,6,PR059,portcard_FPix_BmO_D3_PRT1,PB-37,J11,2,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,FP12,D3,SN122498/0033,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,3,FPix -z up right 6,2,12,yellow-9,17/18,2,t,1333,bottom,,9,3,2,D3-RG4-HV2,-300V,1302,,,,,,,
FPix_BmO_D3_BLD2_PNL1_RNG1,10B,M-Q-9-08,4110B,11,3Bd,3BA,4,PR059,portcard_FPix_BmO_D3_PRT1,PB-37,J11,2,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,FP12,D2,SN122498/0049,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,2,FPix -z up right 6,2,13,yellow-9,41/42,1,b,1332,bottom,,9,3,2,D3-RG4-HV2,-300V,1301,,,,,,,
FPix_BmO_D3_BLD1_PNL1_RNG1,11B,M-Q-4-19,4115B,12,3Bd,3BA,2,PR059,portcard_FPix_BmO_D3_PRT1,PB-37,J11,2,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,FP12,D1,SN122498/0055,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,1,FPix -z up right 6,2,14,yellow-9,17/18,1,t,1332,bottom,,9,3,2,D3-RG4-HV2,-300V,1301,,,,,,,
FPix_BmO_D3_BLD17_PNL2_RNG2,1T,M-I-4-28,8019,9,3Ta,3TD,7,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,3,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A21,SN133278/0001,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,1,FPix -z down right 3,4,1,violet-10,43/44,7,b,1338,bottom,,9,4,1,D3-RG1-HV1,,1307,BmO,,,,,,
FPix_BmO_D3_BLD16_PNL2_RNG2,2T,M-K-1-50,8001,8,3Ta,3TD,5,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,3,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A20,SN133278/0002,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,2,FPix -z down right 3,4,2,violet-10,19/20,7,t,1338,bottom,,9,4,1,D3-RG1-HV1,,1307,,,,,,,
FPix_BmO_D3_BLD15_PNL2_RNG2,3T,M-K-2-04,8041,7,3Ta,3TD,3,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,3,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A19,SN133278/0003,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,3,FPix -z down right 3,4,3,violet-10,43/44,6,b,1337,bottom,,9,4,1,D3-RG1-HV1,,1306,,,,,,,
FPix_BmO_D3_BLD14_PNL2_RNG2,4T,M-K-2-05,9074,6,3Ta,3TD,1,PR154,portcard_FPix_BmO_D3_PRT4,PB-24,J12,3,dcdc_FPix_BmO_D3_PRT4,Disk3_RG1,CI-A 031,FP15,A18,SN133278/0004,B12,3.02E+13,A,0x7b,0x12,FPix -z down right 2,4,FPix -z down right 3,4,4,violet-10,19/20,6,t,1337,bottom,,9,4,1,D3-RG1-HV1,,1306,,,,,,,
FPix_BmO_D3_BLD13_PNL2_RNG2,5T,M-L-4-40,8064,13,3Tb,3TC,7,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,3,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,A18,SN133278/0004,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,4,FPix -z down right 3,4,4,turquoise-12,23/24,6,t,1337,bottom,,9,4,2,D3-RG2-HV1,,1306,,,,,,,
FPix_BmO_D3_BLD12_PNL2_RNG2,6T,M-L-4-43,8052,12,3Tb,3TC,5,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,3,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,A17,SN133278/0005,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,5,FPix -z down right 3,4,5,turquoise-12,47/48,5,b,1336,bottom,,9,4,2,D3-RG2-HV1,,1305,,,,,,,
FPix_BmO_D3_BLD11_PNL2_RNG2,7T,M-K-2-28,8066,9,3Tb,3TC,4,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,4,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,B16,SN133278/0006,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,6,FPix -z down right 3,4,6,violet-10,19/20,5,t,1336,bottom,,9,4,2,D3-RG2-HV1,,1305,,,,,,,
FPix_BmO_D3_BLD10_PNL2_RNG2,8T,M-K-2-45,8012,8,3Tb,3TC,3,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,3,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,B16,SN133278/0006,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 2,6,FPix -z down right 3,4,6,turquoise-12,23/24,5,t,1336,bottom,,9,4,2,D3-RG2-HV1,,1305,,,,,,,
FPix_BmO_D3_BLD9_PNL2_RNG2,9T,M-K-2-46,8020,7,3Tb,3TC,1,PR160,portcard_FPix_BmO_D3_PRT3,PB-13,J12,3,dcdc_FPix_BmO_D3_PRT3,Disk3_RG2,CI-A 051,FP13,B15,SN133278/0007,B12,3.02E+13,B,0x7c,0x12,FPix -z down right 3,1,FPix -z down right 3,4,7,turquoise-12,47/48,4,b,1335,bottom,,9,4,2,D3-RG2-HV1,,1304,,,,,,,
FPix_BmO_D3_BLD8_PNL2_RNG2,10T,M-K-2-48,8006,9,3Tc,3TB,7,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,3,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,C7,SN133278/0008,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 6,1,FPix -z up right 6,2,8,violet-10,19/20,4,t,1335,bottom,,9,3,1,D3-RG3-HV1,,1304,,,,,,,
FPix_BmO_D3_BLD7_PNL2_RNG2,11T,M-K-2-49,8007,8,3Tc,3TB,5,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,3,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,C6,SN133278/0009,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,6,FPix -z up right 6,2,9,violet-10,43/44,3,b,1334,bottom,,9,3,1,D3-RG3-HV1,,1303,,,,,,,
FPix_BmO_D3_BLD6_PNL2_RNG2,12T,M-K-2-50,9028,7,3Tc,3TB,3,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,3,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,D5,SN133278/0010,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,5,FPix -z up right 6,2,10,violet-10,19/20,3,t,1334,bottom,,9,3,1,D3-RG3-HV1,,1303,,,,,,,
FPix_BmO_D3_BLD5_PNL2_RNG2,13T,M-K-3-01,8027,6,3Tc,3TB,1,PR161,portcard_FPix_BmO_D3_PRT2,PB-49,J12,3,dcdc_FPix_BmO_D3_PRT2,Disk3_RG3,CI-A 025,P66,D4,SN122498/0032,C8,3.02E+13,A,0x7e,0x12,FPix -z up right 5,4,FPix -z up right 6,2,11,violet-10,43/44,2,b,1333,bottom,,9,3,1,D3-RG3-HV1,,1302,,,,,,,
FPix_BmO_D3_BLD4_PNL2_RNG2,14T,M-K-3-24,8024,9,3Td,3TA,7,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,3,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D4,SN122498/0032,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,4,FPix -z up right 6,2,11,turquoise-12,47/48,2,b,1333,bottom,,9,3,2,D3-RG4-HV1,,1302,,,,,,,
FPix_BmO_D3_BLD3_PNL2_RNG2,15T,M-K-3-29,8018,8,3Td,3TA,5,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,3,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D3,SN122498/0033,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,3,FPix -z up right 6,2,12,turquoise-12,23/24,2,t,1333,bottom,,9,3,2,D3-RG4-HV1,,1302,,,,,,,
FPix_BmO_D3_BLD2_PNL2_RNG2,16T,M-L-4-02,8005,7,3Td,3TA,3,PR159,portcard_FPix_BmO_D3_PRT1,PB-37,J12,3,dcdc_FPix_BmO_D3_PRT1,Disk3_RG4,CI-A 034,P72,D2,SN122498/0049,C8,3.02E+13,B,0x7d,0x12,FPix -z up right 5,2,FPix -z up right 6,2,13,turquoise-12,47/48,1,b,1332,bottom,,9,3,2,D3-RG4-HV1,,1301,,,,,,,
